distribution,MC,B,n,z,x_F,mu,gamma,frac_theta,frac_gamma,theta_hat,gamma_hat,s_hat,mean_rt,coverage_theta_t,mean_cl_theta_t,mean_cu_theta_t,coverage_gamma_t,mean_cl_gamma_t,mean_cu_gamma_t,coverage_s_t,mean_cl_s_t,mean_cu_s_t,mean_dL,coverage_theta_d,mean_cl_theta_d,mean_cu_theta_d,coverage_gamma_d,mean_cl_gamma_d,mean_cu_gamma_d,coverage_s_d,mean_cl_s_d,mean_cu_s_d
ARC,1000,199,15000,0.5,45,20,-0.3,0.05999999999999996,0.05,0.4693637374860956,-0.3217369212400773,0.007686994496030085,1.975,0.589,0.4388579532814238,0.5059362625139043,0.853,-0.37867369744323104,-0.24151410084417937,0.936,0.005415467872782495,0.009548052666531161,2.012,0.585,0.4388017797552836,0.5056184649610679,0.858,-0.3789235249599285,-0.24077165594444802,0.93,0.0053961169920488765,0.009566785979062664
ARC,1000,199,15000,0.5,45,20,-0.3,0.06099999999999996,0.05,0.4697024070021882,-0.31741144738949645,0.007677551949546068,1.975,0.582,0.4388666301969366,0.5057321115973742,0.861,-0.3747892122486516,-0.23444887639434206,0.937,0.005385114428035937,0.009557918927483243,2.011,0.585,0.43899841356673963,0.5055566739606127,0.863,-0.3749998964258086,-0.2336460415124277,0.937,0.0053598548879180506,0.009564835755498437
ARC,1000,199,15000,0.5,45,20,-0.3,0.06199999999999996,0.05,0.4692884822389666,-0.3168474486015108,0.0077041549332027585,1.972,0.57,0.43949790096878366,0.5070428417653391,0.88,-0.37401973212966627,-0.23458772091769453,0.932,0.005409748220500157,0.009549720469894744,2.01,0.572,0.43956275565123787,0.5071062970936491,0.877,-0.373866715804029,-0.23318800348915583,0.936,0.005378112065176538,0.009567021820468284
ARC,1000,199,15000,0.5,45,20,-0.3,0.06299999999999996,0.05,0.46884745762711866,-0.3153394558908976,0.007673169002332332,1.979,0.596,0.439118061440678,0.5069811440677966,0.88,-0.37248347555255984,-0.2316446909423702,0.932,0.0053840251714929125,0.00952563267604277,2.018,0.606,0.4391902542372882,0.5071858050847458,0.875,-0.3732535787475671,-0.230842001103305,0.95,0.005341965416914721,0.00953694815595352
ARC,1000,199,15000,0.5,45,20,-0.3,0.06399999999999995,0.05,0.4670333680917622,-0.3183315620900603,0.007714251041984952,1.987,0.56,0.4373979144942648,0.5064959854014599,0.866,-0.3756180398754231,-0.23557447906729154,0.94,0.005402739878311373,0.009572772080821223,2.033,0.559,0.4375362356621481,0.5064868613138687,0.862,-0.3758568708810575,-0.23546437080200985,0.953,0.005415168297759742,0.009570693470275457
ARC,1000,199,15000,0.5,45,20,-0.3,0.06499999999999995,0.05,0.46733675564681726,-0.3192029868827874,0.007696535288452879,1.989,0.559,0.4381278234086243,0.5060649897330595,0.879,-0.37641594683695234,-0.23639215199984126,0.95,0.005385158964417652,0.009541002633767717,2.025,0.561,0.4382597022587269,0.5062383470225873,0.877,-0.3761741431841424,-0.2357743336789399,0.947,0.0053984521246094284,0.009546511483354508
ARC,1000,199,15000,0.5,45,20,-0.3,0.06599999999999995,0.05,0.4647573306370071,-0.31964430587549547,0.007832241254776478,1.994,0.542,0.43571324570273007,0.506130485338726,0.868,-0.37676240181353604,-0.2365642033937446,0.946,0.0054956582674391,0.009699817983089425,2.028,0.535,0.4358282608695652,0.5052239130434782,0.88,-0.37707245379873666,-0.23638476146319898,0.949,0.005476970618199571,0.009711902218939385
ARC,1000,199,15000,0.5,45,20,-0.3,0.06699999999999995,0.05,0.46456872509960156,-0.3216126952240113,0.0077553047410584474,1.993,0.58,0.43605846613545823,0.5075014442231076,0.853,-0.3787899899736709,-0.2394766905447644,0.94,0.005435595513583338,0.00958522206598953,2.056,0.585,0.43596703187251,0.50750453187251,0.852,-0.37912746259195534,-0.23994047539789304,0.945,0.005444055835471177,0.009601347916672403
ARC,1000,199,15000,0.5,45,20,-0.3,0.06799999999999995,0.05,0.46366241413150144,-0.31997967823749046,0.00780765482667327,1.994,0.599,0.435912904808636,0.5095097644749754,0.877,-0.37724645545615426,-0.23669109452309428,0.939,0.00546248268079692,0.009653073832067172,2.043,0.591,0.43585014720314036,0.5088107458292443,0.879,-0.37725663123193415,-0.2363315511404175,0.94,0.005457321738434637,0.009662104374976735
ARC,1000,199,15000,0.5,45,20,-0.3,0.06899999999999995,0.05,0.46349032882011604,-0.3194582622430016,0.0077811675871256635,1.995,0.568,0.43545498065764027,0.5065357350096712,0.889,-0.37683719437851154,-0.23673911055213018,0.957,0.0054682942501940255,0.009618959708789303,2.059,0.562,0.4353347195357834,0.5064036266924565,0.881,-0.3767083802333368,-0.23617782911695684,0.95,0.005455793464155141,0.009613869386173207
ARC,1000,199,15000,0.5,45,20,-0.3,0.06999999999999995,0.05,0.4631020019065777,-0.31881785854411054,0.00775543180986482,1.999,0.601,0.4351532888465205,0.5090102478551001,0.854,-0.3760205381307281,-0.23645111529554333,0.953,0.005433211028306337,0.00958881168959373,2.077,0.603,0.4352429933269781,0.509047807435653,0.859,-0.37631569405671766,-0.23599491225802874,0.959,0.005423889556517404,0.009582892896361113
ARC,1000,199,15000,0.5,45,20,-0.3,0.07099999999999995,0.05,0.4615056390977444,-0.31885995907946585,0.007809198379447942,1.996,0.6,0.4338491071428572,0.5098392387218045,0.887,-0.37622207467000346,-0.2369711756224969,0.946,0.005464167735489575,0.009629844025272859,2.1,0.586,0.43393021616541355,0.5093840695488722,0.887,-0.376480154595758,-0.23664827013945317,0.943,0.005451524234633979,0.009632737490222075
ARC,1000,199,15000,0.5,45,20,-0.3,0.07199999999999994,0.05,0.46028452270620945,-0.3178883573501387,0.007837152020474563,1.998,0.606,0.4330061167747915,0.5127985171455051,0.89,-0.37575867246704536,-0.23465137849204612,0.942,0.005462678293513989,0.009649888227870319,2.113,0.601,0.43301218721038,0.5119299814643188,0.884,-0.3756507684502682,-0.2342339523653989,0.942,0.0054646567014487585,0.009655692175610122
ARC,1000,199,15000,0.5,45,20,-0.3,0.07299999999999994,0.05,0.459882084095064,-0.31869074786858503,0.007792803653040817,1.999,0.591,0.4323827696526508,0.5098979433272395,0.873,-0.37586480540218625,-0.2365595673098158,0.948,0.0054699409831186745,0.009601107635550303,2.127,0.598,0.43233903107861066,0.5103435100548446,0.871,-0.3759799117445311,-0.23601308875236757,0.95,0.0054664300855227594,0.009595860696829502
ARC,1000,199,15000,0.5,45,20,-0.3,0.07399999999999994,0.05,0.45889990982867446,-0.31934521645157166,0.007862543427007488,1.995,0.607,0.43189558160504965,0.5117161406672678,0.879,-0.3763279109419295,-0.23532690479710386,0.955,0.005519496259654111,0.00966695562030425,2.111,0.598,0.4321949053201082,0.5118766456266908,0.876,-0.37687689246895834,-0.2356190832656114,0.953,0.005500084396215341,0.009675650408580698
ARC,1000,199,15000,0.5,45,20,-0.3,0.07499999999999994,0.05,0.4563309608540925,-0.31961250262962854,0.007883161870524551,1.999,0.591,0.42844666370106765,0.5104048487544484,0.865,-0.3772846890247881,-0.23638565780378684,0.947,0.005532851282276893,0.009691800665350258,2.197,0.579,0.4283633896797153,0.5097559163701068,0.867,-0.377558484559838,-0.2364534289886796,0.946,0.005536730435313796,0.009697824728654237
ARC,1000,199,15000,0.5,45,20,-0.3,0.07599999999999994,0.05,0.45509833187006143,-0.31649916964226243,0.007890818037964514,1.998,0.595,0.4272389376646181,0.5124413520632134,0.889,-0.37433565265285845,-0.23215069133207208,0.942,0.005515655879552336,0.009699369867850487,2.223,0.595,0.42723309920983327,0.5125432835820896,0.882,-0.3742358809866978,-0.23236064803707493,0.935,0.005543073441388099,0.009690893906200993
ARC,1000,199,15000,0.5,45,20,-0.3,0.07699999999999994,0.05,0.45266291161178507,-0.31974566002376875,0.00794481386669455,2.0,0.612,0.4246440207972271,0.5134594020797227,0.868,-0.37724030817122894,-0.23743579387468902,0.93,0.00556864926015532,0.009742461419436431,2.268,0.601,0.42467110051993073,0.5126444107452339,0.857,-0.3773696827703781,-0.2374142593769016,0.922,0.005564595565487182,0.009753449606423582
ARC,1000,199,15000,0.5,45,20,-0.3,0.07799999999999994,0.05,0.4525132591958939,-0.3201037063014409,0.008008883875714091,1.999,0.579,0.42486257485029943,0.5103621043627031,0.876,-0.3779506180656911,-0.23832079247535223,0.948,0.00562773802673308,0.009823383654969183,2.253,0.581,0.4249068006843456,0.5101178357570573,0.862,-0.37748204221738785,-0.2381230041059025,0.947,0.005619807100118904,0.009822468419024724
ARC,1000,199,15000,0.5,45,20,-0.3,0.07899999999999993,0.05,0.44874577702702695,-0.3188506995060982,0.008043209817215395,1.999,0.538,0.4194301520270271,0.5084092905405405,0.86,-0.376516010814534,-0.2356239850743481,0.926,0.005665687658411747,0.009878725100418588,2.349,0.538,0.41938234797297297,0.5081135135135135,0.856,-0.37659737669496,-0.23562307999582333,0.928,0.005648433908230685,0.009888418182046254
ARC,1000,199,15000,0.5,45,20,-0.3,0.07999999999999993,0.05,0.44929524603836535,-0.3169765224089832,0.00790932260296433,2.0,0.632,0.4209108006672227,0.5157515012510425,0.881,-0.37454532429978804,-0.23300402610517226,0.952,0.0055234292763336355,0.009688898206501565,2.362,0.633,0.4210827773144287,0.5153927439532945,0.879,-0.37469165787611175,-0.23270467714717405,0.949,0.005532527758915332,0.009686189064025255
ARC,1000,199,15000,0.5,45,20,-0.3,0.08099999999999993,0.05,0.44615074135090604,-0.31888731042331486,0.008025729310982449,2.0,0.618,0.41695860790774303,0.5144195222405271,0.86,-0.3763089461724507,-0.236159947653085,0.944,0.005625433288808665,0.009819041580652459,2.43,0.617,0.41715951400329493,0.5142968286655684,0.865,-0.376189982985883,-0.23613741678466976,0.934,0.0056402168535097325,0.009828408667245355
ARC,1000,199,15000,0.5,45,20,-0.3,0.08199999999999993,0.05,0.4463222131814483,-0.31713896531921043,0.008005804279873236,2.0,0.584,0.41755077298616766,0.5111015052888527,0.879,-0.3748218265819593,-0.2333941018199121,0.945,0.0056135178980026715,0.00980229055398652,2.399,0.578,0.4176626932465419,0.5106102522375915,0.876,-0.37490895473844926,-0.23333822500684012,0.944,0.0056100453256168635,0.009798815507811441
ARC,1000,199,15000,0.5,45,20,-0.3,0.08299999999999993,0.05,0.44446463022508037,-0.31949238173947514,0.008045345710019653,2.0,0.578,0.4155965836012862,0.5125193327974277,0.866,-0.37726427703799165,-0.23612621710225679,0.936,0.00564065940968051,0.009846603737012408,2.447,0.58,0.4155657154340836,0.5117959807073955,0.868,-0.37728731809506916,-0.2363664085890675,0.934,0.005642103827097453,0.009839940805891767
ARC,1000,199,15000,0.5,45,20,-0.3,0.08399999999999994,0.05,0.44117235901509133,-0.3191040062320346,0.008104074253315845,2.0,0.57,0.41166016679904693,0.5127532168387609,0.863,-0.3763883591607871,-0.23643241220478997,0.935,0.005674285807634027,0.009889963136230612,2.532,0.584,0.4116719618745036,0.5122223590150914,0.87,-0.37643825825312344,-0.23570693269478227,0.917,0.005710377965833073,0.00989024870901824
ARC,1000,199,15000,0.5,45,20,-0.3,0.08499999999999994,0.05,0.43875353218210367,-0.31836868498807713,0.00812808464385869,2.002,0.569,0.4085498430141288,0.5127643642072213,0.872,-0.37542765079383655,-0.23606571608071159,0.927,0.005693985596005527,0.009916438220981497,2.614,0.566,0.40871671899529044,0.5130604395604396,0.862,-0.37578528210058393,-0.23649161741959007,0.919,0.0057116114966963,0.009922285026576083
ARC,1000,199,15000,0.5,45,20,-0.3,0.08599999999999992,0.05,0.43538867339022497,-0.31959360228917144,0.008209201255371983,2.0,0.568,0.4046062839410396,0.5112933669511249,0.893,-0.37666476762121964,-0.2353864451622851,0.923,0.0057645274538095604,0.010005357834715988,2.687,0.583,0.40487839410395654,0.5125210628394105,0.885,-0.3768099297985659,-0.23547793001071785,0.928,0.005766043108475686,0.010005831607877023
ARC,1000,199,15000,0.5,45,20,-0.3,0.08699999999999992,0.05,0.4359685582822086,-0.3163954138292894,0.008183002911644458,2.0,0.568,0.40567515337423316,0.510354217791411,0.884,-0.3739730017622368,-0.2320389084534868,0.924,0.005747297027663149,0.00997839066833278,2.653,0.559,0.4055741180981595,0.5098309432515338,0.881,-0.37404264374793095,-0.23199113431534943,0.925,0.0057629856887522046,0.009982662234165697
ARC,1000,199,15000,0.5,45,20,-0.3,0.08799999999999993,0.05,0.43188476118271424,-0.3184761305924232,0.008251628933550978,2.0,0.534,0.40012327520849134,0.5070016300227445,0.871,-0.3760797077627265,-0.23516137936626397,0.913,0.005804741354220745,0.010078706625768725,2.759,0.523,0.4003346095526915,0.5057611448066717,0.876,-0.3759879468559784,-0.23575505697926127,0.917,0.005828806609518141,0.010069815360715743
ARC,1000,199,15000,0.5,45,20,-0.3,0.08899999999999993,0.05,0.43089130434782613,-0.3200480965426406,0.008231198190803637,2.0,0.578,0.40053249625187404,0.5122677286356822,0.873,-0.37816047998570695,-0.23751546745931967,0.927,0.005749328952037997,0.010023957034423827,2.802,0.579,0.4004481259370315,0.5125607946026987,0.864,-0.37792515658080766,-0.23712875268949926,0.935,0.005763747278561186,0.010023752710089866
ARC,1000,199,15000,0.5,45,20,-0.3,0.08999999999999993,0.05,0.4285626389918458,-0.3194172264538588,0.008301374703976398,2.0,0.589,0.3978567086730912,0.5139441808747219,0.88,-0.3768547456599779,-0.23593161769544807,0.927,0.005804351838667374,0.010083740013549107,2.864,0.588,0.39775255744996296,0.5131795404002965,0.879,-0.37684266970929636,-0.2358541486306038,0.935,0.005799540629759743,0.010073138687075689
ARC,1000,199,15000,0.5,45,20,-0.3,0.09099999999999993,0.05,0.424107771260997,-0.3183126671438112,0.008357836083705134,2.0,0.574,0.39278383431085045,0.5103854838709677,0.876,-0.3757525972335407,-0.2354338690296944,0.917,0.005851376549007226,0.010158228532706051,2.976,0.571,0.3928164589442815,0.5109852639296187,0.877,-0.3754554010513197,-0.23522866016723612,0.923,0.005858197619669442,0.010149787044600149
ARC,1000,199,15000,0.5,45,20,-0.3,0.09199999999999993,0.05,0.424831762146483,-0.3185993983036645,0.00833369365581012,2.001,0.546,0.3936126540971719,0.5063513778100073,0.873,-0.37647167982427066,-0.2346393235739943,0.931,0.005841682815546897,0.010135812980599398,2.937,0.533,0.3936663161711385,0.5058565989847715,0.871,-0.3764676136920099,-0.23531085116735231,0.927,0.005855815269461065,0.010133627476275778
ARC,1000,199,15000,0.5,45,20,-0.3,0.09299999999999993,0.05,0.4220509325681493,-0.31957147075192166,0.008348945472978176,2.001,0.56,0.39072374461979914,0.5104323529411765,0.873,-0.3768593018138662,-0.23667898633560655,0.919,0.005831774833820216,0.010132723617989243,3.016,0.541,0.3907257173601148,0.5090287302725968,0.861,-0.3769533324448041,-0.2370030848591436,0.919,0.00585763834653921,0.010135545621409506
ARC,1000,199,15000,0.5,45,20,-0.3,0.09399999999999993,0.05,0.41835486160397445,-0.3184376235119266,0.00838906820137479,2.003,0.552,0.38596465578424416,0.5064051454932575,0.886,-0.3760441809552885,-0.2356277231459655,0.914,0.00586921589159083,0.010182933284450276,3.149,0.543,0.38597831795599724,0.5057597586941094,0.891,-0.37595774849787117,-0.23458096875958395,0.917,0.005875936819567407,0.010187796144549363
ARC,1000,199,15000,0.5,45,20,-0.3,0.09499999999999992,0.05,0.4152865168539326,-0.31967700416452216,0.008468194625661422,2.003,0.543,0.38283599016853936,0.5059366924157302,0.891,-0.37719401302585737,-0.23676158294127095,0.905,0.005918344490697695,0.01026528019329638,3.235,0.542,0.3828741573033708,0.5050931179775281,0.894,-0.3766431812387318,-0.2364601429612119,0.896,0.005919915590191937,0.010254674693378497
ARC,1000,199,15000,0.5,45,20,-0.3,0.09599999999999992,0.05,0.4129541348158443,-0.3212073241781936,0.008487257347607713,2.004,0.544,0.38109343293954134,0.5069652536483669,0.866,-0.3791737189218178,-0.2386204020737283,0.91,0.005908115827806856,0.010271596764592534,3.297,0.543,0.3809372480889507,0.5066004864489229,0.867,-0.37879716019686543,-0.2389146117114974,0.913,0.0059111683424276475,0.010265153839182136
ARC,1000,199,15000,0.5,45,20,-0.3,0.09699999999999992,0.05,0.4138720770288859,-0.3182407800857429,0.008510616201631759,2.006,0.535,0.3831239683631362,0.503751788170564,0.871,-0.3754799022978533,-0.23431772775523338,0.88,0.005955044069377738,0.010294695626003202,3.21,0.537,0.38294515130674006,0.5036699105914718,0.869,-0.3756999650833969,-0.2342096535704694,0.88,0.00595205235625186,0.010285886257507787
ARC,1000,199,15000,0.5,45,20,-0.3,0.09799999999999992,0.05,0.4110537780803268,-0.3185144319346397,0.008502624256454084,2.006,0.548,0.38000064669843436,0.5057997617426822,0.874,-0.37596820268355524,-0.2353428115552554,0.904,0.005905645641654789,0.010279174502004327,3.31,0.549,0.3799296800544588,0.5051980939414568,0.878,-0.37581431568905177,-0.23603092133759335,0.906,0.00591752530319233,0.010274001827671886
ARC,1000,199,15000,0.5,45,20,-0.3,0.09899999999999992,0.05,0.40729380053908354,-0.317278132220966,0.008566112397101498,2.01,0.524,0.3757085916442049,0.5015329514824798,0.881,-0.37435655213334385,-0.23368757204826068,0.901,0.0059689962862687265,0.010350925126486483,3.423,0.531,0.37572004716981133,0.5018183288409703,0.886,-0.37466645910388213,-0.23405532819915903,0.897,0.00597953409731074,0.01034949593002079
ARC,1000,199,15000,0.5,45,20,-0.3,0.09999999999999992,0.05,0.40226284189459643,-0.3205183218443021,0.008621817066219607,2.014,0.512,0.36931094062708475,0.4989752168112075,0.872,-0.3775807959921849,-0.23762030039875806,0.872,0.006018639303089727,0.010410865234200848,3.613,0.515,0.36901047364909945,0.49854112741827883,0.877,-0.37745120936077803,-0.23788882845208784,0.874,0.00601488755862342,0.010404380690837678
ARC,1000,199,5000,0.8,45,20,-0.3,0.01,0.05,0.21238,-0.3940360961074652,0.011594839303079016,4.741,0.822,0.0771220000000001,0.282043,0.875,-0.5237839499447169,-0.0828551486734804,0.813,0.0016236185201466116,0.017768445375511872,2.0,0.81,0.07710000000000009,0.282249,0.876,-0.5229861056514157,-0.08145435356064099,0.814,0.0016028731095192618,0.01773650716073044
ARC,1000,199,5000,0.8,45,20,-0.3,0.011,0.05,0.20976363636363635,-0.3949928048810266,0.011832331031990866,4.681,0.839,0.08167272727272734,0.2783209090909091,0.847,-0.5266050130153823,-0.08512126947272437,0.834,0.0017490553673982692,0.018076295199991065,2.0,0.84,0.0815272727272728,0.2777072727272727,0.865,-0.5270195178699987,-0.08305386314313226,0.832,0.00177297790754443,0.018078239631735108
ARC,1000,199,5000,0.8,45,20,-0.3,0.011999999999999999,0.05,0.21284745762711865,-0.39006477492008024,0.011509797129616818,4.429,0.843,0.08853559322033906,0.2825203389830508,0.867,-0.52280722251436,-0.08168771715057882,0.808,0.0014133402468269895,0.01771704582342532,2.0,0.849,0.08853135593220349,0.2822372881355932,0.872,-0.5233194967117173,-0.08241204658042042,0.806,0.0013785733958594933,0.017744091652304207
ARC,1000,199,5000,0.8,45,20,-0.3,0.012999999999999998,0.05,0.210125,-0.3936326233946639,0.011761272636530776,4.624,0.821,0.09191250000000008,0.277821875,0.856,-0.5302247087031283,-0.08533207628075364,0.819,0.0015665876381960387,0.018144380742972806,2.0,0.822,0.09091640625000008,0.27778515625,0.854,-0.5305458438925847,-0.08456730635907629,0.815,0.0015340102260126022,0.018171003436147436
ARC,1000,199,5000,0.8,45,20,-0.3,0.013999999999999997,0.05,0.21094202898550726,-0.3874879304304933,0.01174114639641269,4.461,0.866,0.09707681159420298,0.2807195652173913,0.866,-0.52328133171642,-0.08257202384720884,0.831,0.0013651083662069166,0.01816258250691592,2.0,0.858,0.09673768115942037,0.28090072463768123,0.873,-0.5236600269766106,-0.07876463378890076,0.826,0.0013813604758575746,0.0181733367828561
